Edad	Sexo	Unidad	Periodo	Total
De 16 a 19 años	Ambos sexos	Valor absoluto	2018T3	303,2
De 16 a 19 años	Ambos sexos	Valor absoluto	2018T2	270,5
De 16 a 19 años	Ambos sexos	Valor absoluto	2018T1	236,5
De 16 a 19 años	Ambos sexos	Valor absoluto	2017T4	258,6
De 16 a 19 años	Ambos sexos	Valor absoluto	2017T3	298,1
De 16 a 19 años	Ambos sexos	Valor absoluto	2017T2	252,1
De 16 a 19 años	Ambos sexos	Valor absoluto	2017T1	228,9
De 16 a 19 años	Ambos sexos	Valor absoluto	2016T4	234,4
De 16 a 19 años	Ambos sexos	Valor absoluto	2016T3	267,4
De 16 a 19 años	Ambos sexos	Valor absoluto	2016T2	232,6
De 16 a 19 años	Ambos sexos	Valor absoluto	2016T1	224,0
De 16 a 19 años	Ambos sexos	Valor absoluto	2015T4	234,6
De 16 a 19 años	Ambos sexos	Valor absoluto	2015T3	291,7
De 16 a 19 años	Ambos sexos	Valor absoluto	2015T2	255,6
De 16 a 19 años	Ambos sexos	Valor absoluto	2015T1	242,4
De 16 a 19 años	Ambos sexos	Valor absoluto	2014T4	250,0
De 16 a 19 años	Ambos sexos	Valor absoluto	2014T3	275,3
De 16 a 19 años	Ambos sexos	Valor absoluto	2014T2	243,2
De 16 a 19 años	Ambos sexos	Valor absoluto	2014T1	241,6
De 16 a 19 años	Ambos sexos	Valor absoluto	2013T4	266,2
De 16 a 19 años	Ambos sexos	Valor absoluto	2013T3	322,7
De 16 a 19 años	Ambos sexos	Valor absoluto	2013T2	280,8
De 16 a 19 años	Ambos sexos	Valor absoluto	2013T1	273,5
De 16 a 19 años	Ambos sexos	Valor absoluto	2012T4	262,9
De 16 a 19 años	Ambos sexos	Valor absoluto	2012T3	337,2
De 16 a 19 años	Ambos sexos	Valor absoluto	2012T2	323,2
De 16 a 19 años	Ambos sexos	Valor absoluto	2012T1	300,5
De 16 a 19 años	Ambos sexos	Valor absoluto	2011T4	300,8
De 16 a 19 años	Ambos sexos	Valor absoluto	2011T3	394,3
De 16 a 19 años	Ambos sexos	Valor absoluto	2011T2	353,0
De 16 a 19 años	Ambos sexos	Valor absoluto	2011T1	331,4
De 16 a 19 años	Ambos sexos	Valor absoluto	2010T4	344,3
De 16 a 19 años	Ambos sexos	Valor absoluto	2010T3	409,8
De 16 a 19 años	Ambos sexos	Valor absoluto	2010T2	417,0
De 16 a 19 años	Ambos sexos	Valor absoluto	2010T1	392,7
De 16 a 19 años	Ambos sexos	Valor absoluto	2009T4	384,1
De 16 a 19 años	Ambos sexos	Valor absoluto	2009T3	491,4
De 16 a 19 años	Ambos sexos	Valor absoluto	2009T2	474,2
De 16 a 19 años	Ambos sexos	Valor absoluto	2009T1	476,4
De 16 a 19 años	Ambos sexos	Valor absoluto	2008T4	497,5
De 16 a 19 años	Ambos sexos	Valor absoluto	2008T3	602,1
De 16 a 19 años	Ambos sexos	Valor absoluto	2008T2	548,0
De 16 a 19 años	Ambos sexos	Valor absoluto	2008T1	524,4
De 16 a 19 años	Ambos sexos	Valor absoluto	2007T4	527,9
De 16 a 19 años	Ambos sexos	Valor absoluto	2007T3	621,0
De 16 a 19 años	Ambos sexos	Valor absoluto	2007T2	568,0
De 16 a 19 años	Ambos sexos	Valor absoluto	2007T1	513,0
De 16 a 19 años	Ambos sexos	Valor absoluto	2006T4	529,6
De 16 a 19 años	Ambos sexos	Valor absoluto	2006T3	602,6
De 16 a 19 años	Ambos sexos	Valor absoluto	2006T2	545,7
De 16 a 19 años	Ambos sexos	Valor absoluto	2006T1	503,3
De 16 a 19 años	Ambos sexos	Valor absoluto	2005T4	519,9
De 16 a 19 años	Ambos sexos	Valor absoluto	2005T3	594,8
De 16 a 19 años	Ambos sexos	Valor absoluto	2005T2	553,4
De 16 a 19 años	Ambos sexos	Valor absoluto	2005T1	507,7
De 16 a 19 años	Ambos sexos	Valor absoluto	2004T4	479,4
De 16 a 19 años	Ambos sexos	Valor absoluto	2004T3	528,8
De 16 a 19 años	Ambos sexos	Valor absoluto	2004T2	469,2
De 16 a 19 años	Ambos sexos	Valor absoluto	2004T1	462,3
De 16 a 19 años	Ambos sexos	Valor absoluto	2003T4	483,8
De 16 a 19 años	Ambos sexos	Valor absoluto	2003T3	526,8
De 16 a 19 años	Ambos sexos	Valor absoluto	2003T2	496,1
De 16 a 19 años	Ambos sexos	Valor absoluto	2003T1	474,0
De 16 a 19 años	Ambos sexos	Valor absoluto	2002T4	496,8
De 16 a 19 años	Ambos sexos	Valor absoluto	2002T3	539,8
De 16 a 19 años	Ambos sexos	Valor absoluto	2002T2	493,5
De 16 a 19 años	Ambos sexos	Valor absoluto	2002T1	508,4
De 16 a 19 años	Ambos sexos	Porcentaje	2022T3	1,4
De 16 a 19 años	Ambos sexos	Porcentaje	2022T2	1,3
De 16 a 19 años	Ambos sexos	Porcentaje	2022T1	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2021T4	1,0
De 16 a 19 años	Ambos sexos	Porcentaje	2021T3	1,4
De 16 a 19 años	Ambos sexos	Porcentaje	2021T2	1,2
De 16 a 19 años	Ambos sexos	Porcentaje	2021T1	0,8
De 16 a 19 años	Ambos sexos	Porcentaje	2020T4	0,9
De 16 a 19 años	Ambos sexos	Porcentaje	2020T3	1,2
De 16 a 19 años	Ambos sexos	Porcentaje	2020T2	0,9
De 16 a 19 años	Ambos sexos	Porcentaje	2020T1	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2019T4	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2019T3	1,3
De 16 a 19 años	Ambos sexos	Porcentaje	2019T2	1,2
De 16 a 19 años	Ambos sexos	Porcentaje	2019T1	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2018T4	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2018T3	1,3
De 16 a 19 años	Ambos sexos	Porcentaje	2018T2	1,2
De 16 a 19 años	Ambos sexos	Porcentaje	2018T1	1,0
De 16 a 19 años	Ambos sexos	Porcentaje	2017T4	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2017T3	1,3
De 16 a 19 años	Ambos sexos	Porcentaje	2017T2	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2017T1	1,0
De 16 a 19 años	Ambos sexos	Porcentaje	2016T4	1,0
De 16 a 19 años	Ambos sexos	Porcentaje	2016T3	1,2
De 16 a 19 años	Ambos sexos	Porcentaje	2016T2	1,0
De 16 a 19 años	Ambos sexos	Porcentaje	2016T1	1,0
De 16 a 19 años	Ambos sexos	Porcentaje	2015T4	1,0
De 16 a 19 años	Ambos sexos	Porcentaje	2015T3	1,3
De 16 a 19 años	Ambos sexos	Porcentaje	2015T2	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2015T1	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2014T4	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2014T3	1,2
De 16 a 19 años	Ambos sexos	Porcentaje	2014T2	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2014T1	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2013T4	1,2
De 16 a 19 años	Ambos sexos	Porcentaje	2013T3	1,4
De 16 a 19 años	Ambos sexos	Porcentaje	2013T2	1,2
De 16 a 19 años	Ambos sexos	Porcentaje	2013T1	1,2
De 16 a 19 años	Ambos sexos	Porcentaje	2012T4	1,1
De 16 a 19 años	Ambos sexos	Porcentaje	2012T3	1,4
De 16 a 19 años	Ambos sexos	Porcentaje	2012T2	1,4
De 16 a 19 años	Ambos sexos	Porcentaje	2012T1	1,3
De 16 a 19 años	Ambos sexos	Porcentaje	2011T4	1,3
De 16 a 19 años	Ambos sexos	Porcentaje	2011T3	1,7
De 16 a 19 años	Ambos sexos	Porcentaje	2011T2	1,5
De 16 a 19 años	Ambos sexos	Porcentaje	2011T1	1,4
De 16 a 19 años	Ambos sexos	Porcentaje	2010T4	1,5
De 16 a 19 años	Ambos sexos	Porcentaje	2010T3	1,8
De 16 a 19 años	Ambos sexos	Porcentaje	2010T2	1,8
De 16 a 19 años	Ambos sexos	Porcentaje	2010T1	1,7
De 16 a 19 años	Ambos sexos	Porcentaje	2009T4	1,7
De 16 a 19 años	Ambos sexos	Porcentaje	2009T3	2,1
De 16 a 19 años	Ambos sexos	Porcentaje	2009T2	2,0
De 16 a 19 años	Ambos sexos	Porcentaje	2009T1	2,0
De 16 a 19 años	Ambos sexos	Porcentaje	2008T4	2,1
De 16 a 19 años	Ambos sexos	Porcentaje	2008T3	2,6
De 16 a 19 años	Ambos sexos	Porcentaje	2008T2	2,4
De 16 a 19 años	Ambos sexos	Porcentaje	2008T1	2,3
De 16 a 19 años	Ambos sexos	Porcentaje	2007T4	2,3
De 16 a 19 años	Ambos sexos	Porcentaje	2007T3	2,8
De 16 a 19 años	Ambos sexos	Porcentaje	2007T2	2,5
De 16 a 19 años	Ambos sexos	Porcentaje	2007T1	2,3
De 16 a 19 años	Ambos sexos	Porcentaje	2006T4	2,4
De 16 a 19 años	Ambos sexos	Porcentaje	2006T3	2,8
De 16 a 19 años	Ambos sexos	Porcentaje	2006T2	2,5
De 16 a 19 años	Ambos sexos	Porcentaje	2006T1	2,3
De 16 a 19 años	Ambos sexos	Porcentaje	2005T4	2,4
De 16 a 19 años	Ambos sexos	Porcentaje	2005T3	2,8
De 16 a 19 años	Ambos sexos	Porcentaje	2005T2	2,6
De 16 a 19 años	Ambos sexos	Porcentaje	2005T1	2,4
De 16 a 19 años	Ambos sexos	Porcentaje	2004T4	2,3
De 16 a 19 años	Ambos sexos	Porcentaje	2004T3	2,6
De 16 a 19 años	Ambos sexos	Porcentaje	2004T2	2,3
De 16 a 19 años	Ambos sexos	Porcentaje	2004T1	2,3
De 16 a 19 años	Ambos sexos	Porcentaje	2003T4	2,4
De 16 a 19 años	Ambos sexos	Porcentaje	2003T3	2,6
De 16 a 19 años	Ambos sexos	Porcentaje	2003T2	2,5
De 16 a 19 años	Ambos sexos	Porcentaje	2003T1	2,4
De 16 a 19 años	Ambos sexos	Porcentaje	2002T4	2,6
De 16 a 19 años	Ambos sexos	Porcentaje	2002T3	2,8
De 16 a 19 años	Ambos sexos	Porcentaje	2002T2	2,6
De 16 a 19 años	Ambos sexos	Porcentaje	2002T1	2,7
De 16 a 19 años	Hombres	Valor absoluto	2022T3	182,1
De 16 a 19 años	Hombres	Valor absoluto	2022T2	162,2
De 16 a 19 años	Hombres	Valor absoluto	2022T1	145,6
De 16 a 19 años	Hombres	Valor absoluto	2021T4	133,4
De 16 a 19 años	Hombres	Valor absoluto	2021T3	172,4
De 16 a 19 años	Hombres	Valor absoluto	2021T2	152,4
De 16 a 19 años	Hombres	Valor absoluto	2021T1	114,6
De 16 a 19 años	Hombres	Valor absoluto	2020T4	127,8
De 16 a 19 años	Hombres	Valor absoluto	2020T3	163,5
De 16 a 19 años	Hombres	Valor absoluto	2020T2	123,5
De 16 a 19 años	Hombres	Valor absoluto	2020T1	154,8
De 16 a 19 años	Hombres	Valor absoluto	2019T4	154,5
De 16 a 19 años	Hombres	Valor absoluto	2019T3	175,2
De 16 a 19 años	Hombres	Valor absoluto	2019T2	159,7
De 16 a 19 años	Hombres	Valor absoluto	2019T1	141,1
De 16 a 19 años	Hombres	Valor absoluto	2018T4	144,3
De 16 a 19 años	Hombres	Valor absoluto	2018T3	171,8
De 16 a 19 años	Hombres	Valor absoluto	2018T2	154,1
De 16 a 19 años	Hombres	Valor absoluto	2018T1	134,9
De 16 a 19 años	Hombres	Valor absoluto	2017T4	148,1
De 16 a 19 años	Hombres	Valor absoluto	2017T3	174,9
De 16 a 19 años	Hombres	Valor absoluto	2017T2	147,3
De 16 a 19 años	Hombres	Valor absoluto	2017T1	139,1
De 16 a 19 años	Hombres	Valor absoluto	2016T4	133,3
De 16 a 19 años	Hombres	Valor absoluto	2016T3	150,9
De 16 a 19 años	Hombres	Valor absoluto	2016T2	136,0
De 16 a 19 años	Hombres	Valor absoluto	2016T1	131,1
De 16 a 19 años	Hombres	Valor absoluto	2015T4	135,0
De 16 a 19 años	Hombres	Valor absoluto	2015T3	168,6
De 16 a 19 años	Hombres	Valor absoluto	2015T2	146,6
De 16 a 19 años	Hombres	Valor absoluto	2015T1	137,8
De 16 a 19 años	Hombres	Valor absoluto	2014T4	135,8
De 16 a 19 años	Hombres	Valor absoluto	2014T3	151,8
De 16 a 19 años	Hombres	Valor absoluto	2014T2	142,3
De 16 a 19 años	Hombres	Valor absoluto	2014T1	138,5
De 16 a 19 años	Hombres	Valor absoluto	2013T4	151,1
De 16 a 19 años	Hombres	Valor absoluto	2013T3	177,7
De 16 a 19 años	Hombres	Valor absoluto	2013T2	165,7
De 16 a 19 años	Hombres	Valor absoluto	2013T1	163,8
De 16 a 19 años	Hombres	Valor absoluto	2012T4	147,9
De 16 a 19 años	Hombres	Valor absoluto	2012T3	189,4
De 16 a 19 años	Hombres	Valor absoluto	2012T2	182,0
De 16 a 19 años	Hombres	Valor absoluto	2012T1	166,5
De 16 a 19 años	Hombres	Valor absoluto	2011T4	172,8
De 16 a 19 años	Hombres	Valor absoluto	2011T3	225,3
De 16 a 19 años	Hombres	Valor absoluto	2011T2	195,6
De 16 a 19 años	Hombres	Valor absoluto	2011T1	193,6
De 16 a 19 años	Hombres	Valor absoluto	2010T4	197,7
De 16 a 19 años	Hombres	Valor absoluto	2010T3	237,2
De 16 a 19 años	Hombres	Valor absoluto	2010T2	245,5
De 16 a 19 años	Hombres	Valor absoluto	2010T1	237,5
De 16 a 19 años	Hombres	Valor absoluto	2009T4	240,7
De 16 a 19 años	Hombres	Valor absoluto	2009T3	288,5
De 16 a 19 años	Hombres	Valor absoluto	2009T2	288,5
De 16 a 19 años	Hombres	Valor absoluto	2009T1	280,5
De 16 a 19 años	Hombres	Valor absoluto	2008T4	284,8
De 16 a 19 años	Hombres	Valor absoluto	2008T3	347,1
De 16 a 19 años	Hombres	Valor absoluto	2008T2	315,7
De 16 a 19 años	Hombres	Valor absoluto	2008T1	314,8
De 16 a 19 años	Hombres	Valor absoluto	2007T4	315,5
De 16 a 19 años	Hombres	Valor absoluto	2007T3	364,1
De 16 a 19 años	Hombres	Valor absoluto	2007T2	347,6
De 16 a 19 años	Hombres	Valor absoluto	2007T1	313,5
De 16 a 19 años	Hombres	Valor absoluto	2006T4	316,0
De 16 a 19 años	Hombres	Valor absoluto	2006T3	365,0
De 16 a 19 años	Hombres	Valor absoluto	2006T2	307,6
De 16 a 19 años	Hombres	Valor absoluto	2006T1	295,3
De 16 a 19 años	Hombres	Valor absoluto	2005T4	309,3
De 16 a 19 años	Hombres	Valor absoluto	2005T3	359,4
De 16 a 19 años	Hombres	Valor absoluto	2005T2	328,8
De 16 a 19 años	Hombres	Valor absoluto	2005T1	326,5
De 16 a 19 años	Hombres	Valor absoluto	2004T4	301,9
De 16 a 19 años	Hombres	Valor absoluto	2004T3	341,1
De 16 a 19 años	Hombres	Valor absoluto	2004T2	292,6
De 16 a 19 años	Hombres	Valor absoluto	2004T1	284,3
De 16 a 19 años	Hombres	Valor absoluto	2003T4	303,3
De 16 a 19 años	Hombres	Valor absoluto	2003T3	325,8
De 16 a 19 años	Hombres	Valor absoluto	2003T2	311,9
De 16 a 19 años	Hombres	Valor absoluto	2003T1	298,2
De 16 a 19 años	Hombres	Valor absoluto	2002T4	319,9
De 16 a 19 años	Hombres	Valor absoluto	2002T3	344,7
De 16 a 19 años	Hombres	Valor absoluto	2002T2	308,3
De 16 a 19 años	Hombres	Valor absoluto	2002T1	310,9
De 16 a 19 años	Hombres	Porcentaje	2022T3	1,5
De 16 a 19 años	Hombres	Porcentaje	2022T2	1,3
De 16 a 19 años	Hombres	Porcentaje	2022T1	1,2
De 16 a 19 años	Hombres	Porcentaje	2021T4	1,1
De 16 a 19 años	Hombres	Porcentaje	2021T3	1,4
De 16 a 19 años	Hombres	Porcentaje	2021T2	1,2
De 16 a 19 años	Hombres	Porcentaje	2021T1	0,9
De 16 a 19 años	Hombres	Porcentaje	2020T4	1,0
De 16 a 19 años	Hombres	Porcentaje	2020T3	1,3
De 16 a 19 años	Hombres	Porcentaje	2020T2	1,0
De 16 a 19 años	Hombres	Porcentaje	2020T1	1,3
De 16 a 19 años	Hombres	Porcentaje	2019T4	1,3
De 16 a 19 años	Hombres	Porcentaje	2019T3	1,4
De 16 a 19 años	Hombres	Porcentaje	2019T2	1,3
De 16 a 19 años	Hombres	Porcentaje	2019T1	1,2
De 16 a 19 años	Hombres	Porcentaje	2018T4	1,2
De 16 a 19 años	Hombres	Porcentaje	2018T3	1,4
De 16 a 19 años	Hombres	Porcentaje	2018T2	1,3
De 16 a 19 años	Hombres	Porcentaje	2018T1	1,1
De 16 a 19 años	Hombres	Porcentaje	2017T4	1,2
De 16 a 19 años	Hombres	Porcentaje	2017T3	1,4
De 16 a 19 años	Hombres	Porcentaje	2017T2	1,2
De 16 a 19 años	Hombres	Porcentaje	2017T1	1,1
De 16 a 19 años	Hombres	Porcentaje	2016T4	1,1
De 16 a 19 años	Hombres	Porcentaje	2016T3	1,2
De 16 a 19 años	Hombres	Porcentaje	2016T2	1,1
De 16 a 19 años	Hombres	Porcentaje	2016T1	1,1
De 16 a 19 años	Hombres	Porcentaje	2015T4	1,1
De 16 a 19 años	Hombres	Porcentaje	2015T3	1,4
De 16 a 19 años	Hombres	Porcentaje	2015T2	1,2
De 16 a 19 años	Hombres	Porcentaje	2015T1	1,1
De 16 a 19 años	Hombres	Porcentaje	2014T4	1,1
De 16 a 19 años	Hombres	Porcentaje	2014T3	1,2
De 16 a 19 años	Hombres	Porcentaje	2014T2	1,2
De 16 a 19 años	Hombres	Porcentaje	2014T1	1,1
De 16 a 19 años	Hombres	Porcentaje	2013T4	1,2
De 16 a 19 años	Hombres	Porcentaje	2013T3	1,4
De 16 a 19 años	Hombres	Porcentaje	2013T2	1,3
De 16 a 19 años	Hombres	Porcentaje	2013T1	1,3
De 16 a 19 años	Hombres	Porcentaje	2012T4	1,2
De 16 a 19 años	Hombres	Porcentaje	2012T3	1,5
De 16 a 19 años	Hombres	Porcentaje	2012T2	1,4
De 16 a 19 años	Hombres	Porcentaje	2012T1	1,3
De 16 a 19 años	Hombres	Porcentaje	2011T4	1,3
De 16 a 19 años	Hombres	Porcentaje	2011T3	1,7
De 16 a 19 años	Hombres	Porcentaje	2011T2	1,5
De 16 a 19 años	Hombres	Porcentaje	2011T1	1,5
De 16 a 19 años	Hombres	Porcentaje	2010T4	1,5
De 16 a 19 años	Hombres	Porcentaje	2010T3	1,8
De 16 a 19 años	Hombres	Porcentaje	2010T2	1,9
De 16 a 19 años	Hombres	Porcentaje	2010T1	1,8
De 16 a 19 años	Hombres	Porcentaje	2009T4	1,9
De 16 a 19 años	Hombres	Porcentaje	2009T3	2,2
De 16 a 19 años	Hombres	Porcentaje	2009T2	2,2
De 16 a 19 años	Hombres	Porcentaje	2009T1	2,1
De 16 a 19 años	Hombres	Porcentaje	2008T4	2,2
De 16 a 19 años	Hombres	Porcentaje	2008T3	2,6
De 16 a 19 años	Hombres	Porcentaje	2008T2	2,4
De 16 a 19 años	Hombres	Porcentaje	2008T1	2,4
De 16 a 19 años	Hombres	Porcentaje	2007T4	2,4
De 16 a 19 años	Hombres	Porcentaje	2007T3	2,8
De 16 a 19 años	Hombres	Porcentaje	2007T2	2,7
De 16 a 19 años	Hombres	Porcentaje	2007T1	2,5
De 16 a 19 años	Hombres	Porcentaje	2006T4	2,5
De 16 a 19 años	Hombres	Porcentaje	2006T3	2,9
De 16 a 19 años	Hombres	Porcentaje	2006T2	2,4
De 16 a 19 años	Hombres	Porcentaje	2006T1	2,4
De 16 a 19 años	Hombres	Porcentaje	2005T4	2,5
De 16 a 19 años	Hombres	Porcentaje	2005T3	2,9
De 16 a 19 años	Hombres	Porcentaje	2005T2	2,7
De 16 a 19 años	Hombres	Porcentaje	2005T1	2,7
De 16 a 19 años	Hombres	Porcentaje	2004T4	2,5
De 16 a 19 años	Hombres	Porcentaje	2004T3	2,8
De 16 a 19 años	Hombres	Porcentaje	2004T2	2,5
De 16 a 19 años	Hombres	Porcentaje	2004T1	2,4
De 16 a 19 años	Hombres	Porcentaje	2003T4	2,6
De 16 a 19 años	Hombres	Porcentaje	2003T3	2,8
De 16 a 19 años	Hombres	Porcentaje	2003T2	2,7
De 16 a 19 años	Hombres	Porcentaje	2003T1	2,6
De 16 a 19 años	Hombres	Porcentaje	2002T4	2,8
De 16 a 19 años	Hombres	Porcentaje	2002T3	3,0
De 16 a 19 años	Hombres	Porcentaje	2002T2	2,7
De 16 a 19 años	Hombres	Porcentaje	2002T1	2,8
De 16 a 19 años	Mujeres	Valor absoluto	2022T3	151,1
De 16 a 19 años	Mujeres	Valor absoluto	2022T2	133,6
De 16 a 19 años	Mujeres	Valor absoluto	2022T1	119,4
De 16 a 19 años	Mujeres	Valor absoluto	2021T4	108,5
De 16 a 19 años	Mujeres	Valor absoluto	2021T3	150,3
De 16 a 19 años	Mujeres	Valor absoluto	2021T2	117,6
De 16 a 19 años	Mujeres	Valor absoluto	2021T1	78,7
De 16 a 19 años	Mujeres	Valor absoluto	2020T4	90,1
De 16 a 19 años	Mujeres	Valor absoluto	2020T3	105,0
De 16 a 19 años	Mujeres	Valor absoluto	2020T2	75,1
De 16 a 19 años	Mujeres	Valor absoluto	2020T1	91,6
De 16 a 19 años	Mujeres	Valor absoluto	2019T4	106,6
De 16 a 19 años	Mujeres	Valor absoluto	2019T3	133,5
De 16 a 19 años	Mujeres	Valor absoluto	2019T2	118,9
De 16 a 19 años	Mujeres	Valor absoluto	2019T1	109,3
De 16 a 19 años	Mujeres	Valor absoluto	2018T4	111,9
De 16 a 19 años	Mujeres	Valor absoluto	2018T3	131,4
De 16 a 19 años	Mujeres	Valor absoluto	2018T2	116,4
De 16 a 19 años	Mujeres	Valor absoluto	2018T1	101,7
De 16 a 19 años	Mujeres	Valor absoluto	2017T4	110,6
De 16 a 19 años	Mujeres	Valor absoluto	2017T3	123,2
De 16 a 19 años	Mujeres	Valor absoluto	2017T2	104,8
De 16 a 19 años	Mujeres	Valor absoluto	2017T1	89,9
De 16 a 19 años	Mujeres	Valor absoluto	2016T4	101,1
De 16 a 19 años	Mujeres	Valor absoluto	2016T3	116,5
De 16 a 19 años	Mujeres	Valor absoluto	2016T2	96,6
De 16 a 19 años	Mujeres	Valor absoluto	2016T1	92,8
De 16 a 19 años	Mujeres	Valor absoluto	2015T4	99,6
De 16 a 19 años	Mujeres	Valor absoluto	2015T3	123,0
De 16 a 19 años	Mujeres	Valor absoluto	2015T2	109,0
De 16 a 19 años	Mujeres	Valor absoluto	2015T1	104,6
De 16 a 19 años	Mujeres	Valor absoluto	2014T4	114,1
De 16 a 19 años	Mujeres	Valor absoluto	2014T3	123,5
De 16 a 19 años	Mujeres	Valor absoluto	2014T2	100,8
De 16 a 19 años	Mujeres	Valor absoluto	2014T1	103,1
De 16 a 19 años	Mujeres	Valor absoluto	2013T4	115,1
De 16 a 19 años	Mujeres	Valor absoluto	2013T3	145,0
De 16 a 19 años	Mujeres	Valor absoluto	2013T2	115,2
De 16 a 19 años	Mujeres	Valor absoluto	2013T1	109,7
De 16 a 19 años	Mujeres	Valor absoluto	2012T4	115,0
De 16 a 19 años	Mujeres	Valor absoluto	2012T3	147,9
De 16 a 19 años	Mujeres	Valor absoluto	2012T2	141,2
De 16 a 19 años	Mujeres	Valor absoluto	2012T1	134,0
De 16 a 19 años	Mujeres	Valor absoluto	2011T4	128,0
De 16 a 19 años	Mujeres	Valor absoluto	2011T3	169,0
De 16 a 19 años	Mujeres	Valor absoluto	2011T2	157,3
De 16 a 19 años	Mujeres	Valor absoluto	2011T1	137,8
De 16 a 19 años	Mujeres	Valor absoluto	2010T4	146,6
De 16 a 19 años	Mujeres	Valor absoluto	2010T3	172,6
De 16 a 19 años	Mujeres	Valor absoluto	2010T2	171,5
De 16 a 19 años	Mujeres	Valor absoluto	2010T1	155,2
De 16 a 19 años	Mujeres	Valor absoluto	2009T4	143,4
De 16 a 19 años	Mujeres	Valor absoluto	2009T3	202,9
De 16 a 19 años	Mujeres	Valor absoluto	2009T2	185,7
De 16 a 19 años	Mujeres	Valor absoluto	2009T1	195,9
De 16 a 19 años	Mujeres	Valor absoluto	2008T4	212,7
De 16 a 19 años	Mujeres	Valor absoluto	2008T3	255,1
De 16 a 19 años	Mujeres	Valor absoluto	2008T2	232,3
De 16 a 19 años	Mujeres	Valor absoluto	2008T1	209,6
De 16 a 19 años	Mujeres	Valor absoluto	2007T4	212,4
De 16 a 19 años	Mujeres	Valor absoluto	2007T3	256,9
De 16 a 19 años	Mujeres	Valor absoluto	2007T2	220,5
De 16 a 19 años	Mujeres	Valor absoluto	2007T1	199,5
De 16 a 19 años	Mujeres	Valor absoluto	2006T4	213,5
De 16 a 19 años	Mujeres	Valor absoluto	2006T3	237,6
De 16 a 19 años	Mujeres	Valor absoluto	2006T2	238,2
De 16 a 19 años	Mujeres	Valor absoluto	2006T1	208,0
De 16 a 19 años	Mujeres	Valor absoluto	2005T4	210,6
De 16 a 19 años	Mujeres	Valor absoluto	2005T3	235,3
De 16 a 19 años	Mujeres	Valor absoluto	2005T2	224,5
De 16 a 19 años	Mujeres	Valor absoluto	2005T1	181,3
De 16 a 19 años	Mujeres	Valor absoluto	2004T4	177,4
De 16 a 19 años	Mujeres	Valor absoluto	2004T3	187,7
De 16 a 19 años	Mujeres	Valor absoluto	2004T2	176,5
De 16 a 19 años	Mujeres	Valor absoluto	2004T1	178,0
De 16 a 19 años	Mujeres	Valor absoluto	2003T4	180,6
De 16 a 19 años	Mujeres	Valor absoluto	2003T3	201,0
De 16 a 19 años	Mujeres	Valor absoluto	2003T2	184,2
De 16 a 19 años	Mujeres	Valor absoluto	2003T1	175,8
De 16 a 19 años	Mujeres	Valor absoluto	2002T4	176,8
De 16 a 19 años	Mujeres	Valor absoluto	2002T3	195,1
De 16 a 19 años	Mujeres	Valor absoluto	2002T2	185,1
De 16 a 19 años	Mujeres	Valor absoluto	2002T1	197,6
De 16 a 19 años	Mujeres	Porcentaje	2022T3	1,4
De 16 a 19 años	Mujeres	Porcentaje	2022T2	1,2
De 16 a 19 años	Mujeres	Porcentaje	2022T1	1,1
De 16 a 19 años	Mujeres	Porcentaje	2021T4	1,0
De 16 a 19 años	Mujeres	Porcentaje	2021T3	1,4
De 16 a 19 años	Mujeres	Porcentaje	2021T2	1,1
De 16 a 19 años	Mujeres	Porcentaje	2021T1	0,7
De 16 a 19 años	Mujeres	Porcentaje	2020T4	0,8
De 16 a 19 años	Mujeres	Porcentaje	2020T3	1,0
De 16 a 19 años	Mujeres	Porcentaje	2020T2	0,7
De 16 a 19 años	Mujeres	Porcentaje	2020T1	0,9
De 16 a 19 años	Mujeres	Porcentaje	2019T4	1,0
De 16 a 19 años	Mujeres	Porcentaje	2019T3	1,2
De 16 a 19 años	Mujeres	Porcentaje	2019T2	1,1
De 16 a 19 años	Mujeres	Porcentaje	2019T1	1,0
De 16 a 19 años	Mujeres	Porcentaje	2018T4	1,1
De 16 a 19 años	Mujeres	Porcentaje	2018T3	1,2
De 16 a 19 años	Mujeres	Porcentaje	2018T2	1,1
De 16 a 19 años	Mujeres	Porcentaje	2018T1	1,0
De 16 a 19 años	Mujeres	Porcentaje	2017T4	1,0
De 16 a 19 años	Mujeres	Porcentaje	2017T3	1,2
De 16 a 19 años	Mujeres	Porcentaje	2017T2	1,0
De 16 a 19 años	Mujeres	Porcentaje	2017T1	0,9
